Country Name,Country Code,Series Name,Series Code,2015 [YR2015]
Bulgaria,BGR,Individuals using the Internet (% of population),IT.NET.USER.ZS,56.65625161
Burkina Faso,BFA,Individuals using the Internet (% of population),IT.NET.USER.ZS,8
Burundi,BDI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2
Cabo Verde,CPV,Individuals using the Internet (% of population),IT.NET.USER.ZS,42.68301416
Cambodia,KHM,Individuals using the Internet (% of population),IT.NET.USER.ZS,18
Cameroon,CMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,18.3
Canada,CAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,90
Cayman Islands,CYM,Individuals using the Internet (% of population),IT.NET.USER.ZS,77
Central African Republic,CAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2.9
Chad,TCD,Individuals using the Internet (% of population),IT.NET.USER.ZS,3.5
Channel Islands,CHI,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Chile,CHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,76.62959195
China,CHN,Individuals using the Internet (% of population),IT.NET.USER.ZS,50.3
Colombia,COL,Individuals using the Internet (% of population),IT.NET.USER.ZS,55.90497251
Comoros,COM,Individuals using the Internet (% of population),IT.NET.USER.ZS,7.459161386
"Congo, Dem. Rep.",COD,Individuals using the Internet (% of population),IT.NET.USER.ZS,3.799999507
"Congo, Rep.",COG,Individuals using the Internet (% of population),IT.NET.USER.ZS,7.615974662
Costa Rica,CRI,Individuals using the Internet (% of population),IT.NET.USER.ZS,59.76295014
Cote d'Ivoire,CIV,Individuals using the Internet (% of population),IT.NET.USER.ZS,16.7
Croatia,HRV,Individuals using the Internet (% of population),IT.NET.USER.ZS,69.84503592
Cuba,CUB,Individuals using the Internet (% of population),IT.NET.USER.ZS,37.30509742
Curacao,CUW,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Cyprus,CYP,Individuals using the Internet (% of population),IT.NET.USER.ZS,71.71574092
Czechia,CZE,Individuals using the Internet (% of population),IT.NET.USER.ZS,75.6688387
Denmark,DNK,Individuals using the Internet (% of population),IT.NET.USER.ZS,96.33050162
Djibouti,DJI,Individuals using the Internet (% of population),IT.NET.USER.ZS,22.9
Dominica,DMA,Individuals using the Internet (% of population),IT.NET.USER.ZS,65
Dominican Republic,DOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,54.21576634
Ecuador,ECU,Individuals using the Internet (% of population),IT.NET.USER.ZS,48.94043379
"Egypt, Arab Rep.",EGY,Individuals using the Internet (% of population),IT.NET.USER.ZS,37.81938343
El Salvador,SLV,Individuals using the Internet (% of population),IT.NET.USER.ZS,26.80260496
Equatorial Guinea,GNQ,Individuals using the Internet (% of population),IT.NET.USER.ZS,21.3199999
Eritrea,ERI,Individuals using the Internet (% of population),IT.NET.USER.ZS,1.083733116
Estonia,EST,Individuals using the Internet (% of population),IT.NET.USER.ZS,88.4097035
Eswatini,SWZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,25.64304231
Ethiopia,ETH,Individuals using the Internet (% of population),IT.NET.USER.ZS,13.85517556
Faroe Islands,FRO,Individuals using the Internet (% of population),IT.NET.USER.ZS,94.2
Fiji,FJI,Individuals using the Internet (% of population),IT.NET.USER.ZS,42.5
Finland,FIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,86.42213333
France,FRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,78.00603771
French Polynesia,PYF,Individuals using the Internet (% of population),IT.NET.USER.ZS,64.56020975
Gabon,GAB,Individuals using the Internet (% of population),IT.NET.USER.ZS,45.78453653
"Gambia, The",GMB,Individuals using the Internet (% of population),IT.NET.USER.ZS,18.2
Georgia,GEO,Individuals using the Internet (% of population),IT.NET.USER.ZS,47.56975964
Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,87.58979935
Ghana,GHA,Individuals using the Internet (% of population),IT.NET.USER.ZS,23
Gibraltar,GIB,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Greece,GRC,Individuals using the Internet (% of population),IT.NET.USER.ZS,66.83495949
Greenland,GRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,67.60044348
Grenada,GRD,Individuals using the Internet (% of population),IT.NET.USER.ZS,52.5
Guam,GUM,Individuals using the Internet (% of population),IT.NET.USER.ZS,73.13999995
Guatemala,GTM,Individuals using the Internet (% of population),IT.NET.USER.ZS,28.80594156
Guinea,GIN,Individuals using the Internet (% of population),IT.NET.USER.ZS,9.2
Guinea-Bissau,GNB,Individuals using the Internet (% of population),IT.NET.USER.ZS,6.1
Guyana,GUY,Individuals using the Internet (% of population),IT.NET.USER.ZS,34
Haiti,HTI,Individuals using the Internet (% of population),IT.NET.USER.ZS,14.2
Honduras,HND,Individuals using the Internet (% of population),IT.NET.USER.ZS,27.1
"Hong Kong SAR, China",HKG,Individuals using the Internet (% of population),IT.NET.USER.ZS,84.94835296
Hungary,HUN,Individuals using the Internet (% of population),IT.NET.USER.ZS,72.83473703
Iceland,ISL,Individuals using the Internet (% of population),IT.NET.USER.ZS,98.2
India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,14.9
Indonesia,IDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,22.0627426
"Iran, Islamic Rep.",IRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,45.33497615
Iraq,IRQ,Individuals using the Internet (% of population),IT.NET.USER.ZS,16.8
Ireland,IRL,Individuals using the Internet (% of population),IT.NET.USER.ZS,83.49479167
Isle of Man,IMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Israel,ISR,Individuals using the Internet (% of population),IT.NET.USER.ZS,77.35208966
Italy,ITA,Individuals using the Internet (% of population),IT.NET.USER.ZS,58.14173496
Jamaica,JAM,Individuals using the Internet (% of population),IT.NET.USER.ZS,42.22122119
Japan,JPN,Individuals using the Internet (% of population),IT.NET.USER.ZS,91.05802839
Jordan,JOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,54.22
Kazakhstan,KAZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,70.8299336
Kenya,KEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,16.58785485
Kiribati,KIR,Individuals using the Internet (% of population),IT.NET.USER.ZS,14.9
"Korea, Dem. People's Rep.",PRK,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
"Korea, Rep.",KOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,89.8962558
Kosovo,XKX,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Kuwait,KWT,Individuals using the Internet (% of population),IT.NET.USER.ZS,82
Kyrgyz Republic,KGZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,30.24704278
Lao PDR,LAO,Individuals using the Internet (% of population),IT.NET.USER.ZS,18.2
Latvia,LVA,Individuals using the Internet (% of population),IT.NET.USER.ZS,79.20058292
Lebanon,LBN,Individuals using the Internet (% of population),IT.NET.USER.ZS,74
Lesotho,LSO,Individuals using the Internet (% of population),IT.NET.USER.ZS,25
Liberia,LBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,10
Libya,LBY,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Liechtenstein,LIE,Individuals using the Internet (% of population),IT.NET.USER.ZS,96.6411951
Lithuania,LTU,Individuals using the Internet (% of population),IT.NET.USER.ZS,71.37805901
Luxembourg,LUX,Individuals using the Internet (% of population),IT.NET.USER.ZS,96.37671417
"Macao SAR, China",MAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,77.60013186
Madagascar,MDG,Individuals using the Internet (% of population),IT.NET.USER.ZS,4.17397219
Malawi,MWI,Individuals using the Internet (% of population),IT.NET.USER.ZS,6
Malaysia,MYS,Individuals using the Internet (% of population),IT.NET.USER.ZS,71.06406781
Maldives,MDV,Individuals using the Internet (% of population),IT.NET.USER.ZS,54.46195515
Mali,MLI,Individuals using the Internet (% of population),IT.NET.USER.ZS,10.33
Malta,MLT,Individuals using the Internet (% of population),IT.NET.USER.ZS,75.96001898
Marshall Islands,MHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,19.2824418
Mauritania,MRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,17.6
Mauritius,MUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,50.13931848
Mexico,MEX,Individuals using the Internet (% of population),IT.NET.USER.ZS,57.43104299
"Micronesia, Fed. Sts.",FSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,31.50108128
Moldova,MDA,Individuals using the Internet (% of population),IT.NET.USER.ZS,69.00000447
Monaco,MCO,Individuals using the Internet (% of population),IT.NET.USER.ZS,93.36330202
Mongolia,MNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,22.50000413
Montenegro,MNE,Individuals using the Internet (% of population),IT.NET.USER.ZS,68.11978601
Morocco,MAR,Individuals using the Internet (% of population),IT.NET.USER.ZS,57.07999935
Mozambique,MOZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,6.5
Myanmar,MMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,10.9
Namibia,NAM,Individuals using the Internet (% of population),IT.NET.USER.ZS,25.68785182
Nauru,NRU,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Nepal,NPL,Individuals using the Internet (% of population),IT.NET.USER.ZS,17.58161801
Netherlands,NLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,91.72413793
New Caledonia,NCL,Individuals using the Internet (% of population),IT.NET.USER.ZS,74.00175279
New Zealand,NZL,Individuals using the Internet (% of population),IT.NET.USER.ZS,85.2
Nicaragua,NIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,19.7042915
Niger,NER,Individuals using the Internet (% of population),IT.NET.USER.ZS,2.476219975
Nigeria,NGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,24.5
North Macedonia,MKD,Individuals using the Internet (% of population),IT.NET.USER.ZS,70.38020308
Northern Mariana Islands,MNP,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Norway,NOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,96.81032569
Oman,OMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,73.53
Pakistan,PAK,Individuals using the Internet (% of population),IT.NET.USER.ZS,11
Palau,PLW,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Panama,PAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,51.20542499
Papua New Guinea,PNG,Individuals using the Internet (% of population),IT.NET.USER.ZS,7.9
Paraguay,PRY,Individuals using the Internet (% of population),IT.NET.USER.ZS,49.71630466
Peru,PER,Individuals using the Internet (% of population),IT.NET.USER.ZS,40.85260091
Philippines,PHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,36.9
Poland,POL,Individuals using the Internet (% of population),IT.NET.USER.ZS,67.99698716
Portugal,PRT,Individuals using the Internet (% of population),IT.NET.USER.ZS,68.63286148
Puerto Rico,PRI,Individuals using the Internet (% of population),IT.NET.USER.ZS,63.46633538
Qatar,QAT,Individuals using the Internet (% of population),IT.NET.USER.ZS,92.88482645
Romania,ROU,Individuals using the Internet (% of population),IT.NET.USER.ZS,55.76315563
Russian Federation,RUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,70.09924123
Rwanda,RWA,Individuals using the Internet (% of population),IT.NET.USER.ZS,18
Samoa,WSM,Individuals using the Internet (% of population),IT.NET.USER.ZS,25.40700977
San Marino,SMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Sao Tome and Principe,STP,Individuals using the Internet (% of population),IT.NET.USER.ZS,25.82
Saudi Arabia,SAU,Individuals using the Internet (% of population),IT.NET.USER.ZS,69.6162358
Senegal,SEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,21.7
Serbia,SRB,Individuals using the Internet (% of population),IT.NET.USER.ZS,65.3170254
Seychelles,SYC,Individuals using the Internet (% of population),IT.NET.USER.ZS,54.25961786
Sierra Leone,SLE,Individuals using the Internet (% of population),IT.NET.USER.ZS,6.344421603
Singapore,SGP,Individuals using the Internet (% of population),IT.NET.USER.ZS,83.2
Sint Maarten (Dutch part),SXM,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Slovak Republic,SVK,Individuals using the Internet (% of population),IT.NET.USER.ZS,77.63468203
Slovenia,SVN,Individuals using the Internet (% of population),IT.NET.USER.ZS,73.09865997
Solomon Islands,SLB,Individuals using the Internet (% of population),IT.NET.USER.ZS,10.00046498
Somalia,SOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,1.76
South Africa,ZAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,51.91911572
South Sudan,SSD,Individuals using the Internet (% of population),IT.NET.USER.ZS,3
Spain,ESP,Individuals using the Internet (% of population),IT.NET.USER.ZS,78.68963187
Sri Lanka,LKA,Individuals using the Internet (% of population),IT.NET.USER.ZS,12.1
St. Kitts and Nevis,KNA,Individuals using the Internet (% of population),IT.NET.USER.ZS,75.7
St. Lucia,LCA,Individuals using the Internet (% of population),IT.NET.USER.ZS,41.7
St. Martin (French part),MAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
St. Vincent and the Grenadines,VCT,Individuals using the Internet (% of population),IT.NET.USER.ZS,49.4
Sudan,SDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Suriname,SUR,Individuals using the Internet (% of population),IT.NET.USER.ZS,42.76382778
Sweden,SWE,Individuals using the Internet (% of population),IT.NET.USER.ZS,90.61019664
Switzerland,CHE,Individuals using the Internet (% of population),IT.NET.USER.ZS,87.4790556
Syrian Arab Republic,SYR,Individuals using the Internet (% of population),IT.NET.USER.ZS,29.97979724
Tajikistan,TJK,Individuals using the Internet (% of population),IT.NET.USER.ZS,18.98
Tanzania,TZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,10
Thailand,THA,Individuals using the Internet (% of population),IT.NET.USER.ZS,39.31612674
Timor-Leste,TLS,Individuals using the Internet (% of population),IT.NET.USER.ZS,18.6
Togo,TGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,7.12
Tonga,TON,Individuals using the Internet (% of population),IT.NET.USER.ZS,38.65127243
Trinidad and Tobago,TTO,Individuals using the Internet (% of population),IT.NET.USER.ZS,65.1
Tunisia,TUN,Individuals using the Internet (% of population),IT.NET.USER.ZS,46.49999434
Turkiye,TUR,Individuals using the Internet (% of population),IT.NET.USER.ZS,53.74497914
Turkmenistan,TKM,Individuals using the Internet (% of population),IT.NET.USER.ZS,14.99677482
Turks and Caicos Islands,TCA,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
Tuvalu,TUV,Individuals using the Internet (% of population),IT.NET.USER.ZS,27.3
Uganda,UGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,5.7
Ukraine,UKR,Individuals using the Internet (% of population),IT.NET.USER.ZS,48.88464368
United Arab Emirates,ARE,Individuals using the Internet (% of population),IT.NET.USER.ZS,90.5
United Kingdom,GBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,92.00029987
United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,74.55420245
Uruguay,URY,Individuals using the Internet (% of population),IT.NET.USER.ZS,64.5707871
Uzbekistan,UZB,Individuals using the Internet (% of population),IT.NET.USER.ZS,42.8
Vanuatu,VUT,Individuals using the Internet (% of population),IT.NET.USER.ZS,22.35140458
"Venezuela, RB",VEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,58
Vietnam,VNM,Individuals using the Internet (% of population),IT.NET.USER.ZS,45
Virgin Islands (U.S.),VIR,Individuals using the Internet (% of population),IT.NET.USER.ZS,54.8391373
West Bank and Gaza,PSE,Individuals using the Internet (% of population),IT.NET.USER.ZS,56.7
"Yemen, Rep.",YEM,Individuals using the Internet (% of population),IT.NET.USER.ZS,24.08540947
Zambia,ZMB,Individuals using the Internet (% of population),IT.NET.USER.ZS,8.8
Zimbabwe,ZWE,Individuals using the Internet (% of population),IT.NET.USER.ZS,22.7428181
Africa Eastern and Southern,AFE,Individuals using the Internet (% of population),IT.NET.USER.ZS,14.62566359
Africa Western and Central,AFW,Individuals using the Internet (% of population),IT.NET.USER.ZS,18.19228688
Arab World,ARB,Individuals using the Internet (% of population),IT.NET.USER.ZS,41.86635892
Caribbean small states,CSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,49.96500365
Central Europe and the Baltics,CEB,Individuals using the Internet (% of population),IT.NET.USER.ZS,67.35117029
Early-demographic dividend,EAR,Individuals using the Internet (% of population),IT.NET.USER.ZS,24.47004385
East Asia & Pacific,EAS,Individuals using the Internet (% of population),IT.NET.USER.ZS,48.87998914
East Asia & Pacific (excluding high income),EAP,Individuals using the Internet (% of population),IT.NET.USER.ZS,44.15290412
East Asia & Pacific (IDA & IBRD countries),TEA,Individuals using the Internet (% of population),IT.NET.USER.ZS,44.15290412
Euro area,EMU,Individuals using the Internet (% of population),IT.NET.USER.ZS,77.47168696
Europe & Central Asia,ECS,Individuals using the Internet (% of population),IT.NET.USER.ZS,70.01831428
Europe & Central Asia (excluding high income),ECA,Individuals using the Internet (% of population),IT.NET.USER.ZS,58.85616389
Europe & Central Asia (IDA & IBRD countries),TEC,Individuals using the Internet (% of population),IT.NET.USER.ZS,59.59461725
European Union,EUU,Individuals using the Internet (% of population),IT.NET.USER.ZS,75.65441583
Fragile and conflict affected situations,FCS,Individuals using the Internet (% of population),IT.NET.USER.ZS,17.73108048
Heavily indebted poor countries (HIPC),HPC,Individuals using the Internet (% of population),IT.NET.USER.ZS,10.55795136
High income,HIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,79.43867762
IBRD only,IBD,Individuals using the Internet (% of population),IT.NET.USER.ZS,39.18590774
IDA & IBRD total,IBT,Individuals using the Internet (% of population),IT.NET.USER.ZS,33.17308308
IDA blend,IDB,Individuals using the Internet (% of population),IT.NET.USER.ZS,18.91860563
IDA only,IDX,Individuals using the Internet (% of population),IT.NET.USER.ZS,11.78193974
IDA total,IDA,Individuals using the Internet (% of population),IT.NET.USER.ZS,14.24304495
Late-demographic dividend,LTE,Individuals using the Internet (% of population),IT.NET.USER.ZS,53.37475342
Latin America & Caribbean,LCN,Individuals using the Internet (% of population),IT.NET.USER.ZS,54.39036682
Latin America & Caribbean (excluding high income),LAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,53.32445458
Latin America & the Caribbean (IDA & IBRD countries),TLA,Individuals using the Internet (% of population),IT.NET.USER.ZS,54.62557158
Least developed countries: UN classification,LDC,Individuals using the Internet (% of population),IT.NET.USER.ZS,10.81946235
Low & middle income,LMY,Individuals using the Internet (% of population),IT.NET.USER.ZS,32.59002605
Low income,LIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,9.147539109
Lower middle income,LMC,Individuals using the Internet (% of population),IT.NET.USER.ZS,20.9458754
Middle East & North Africa,MEA,Individuals using the Internet (% of population),IT.NET.USER.ZS,44.84419742
Middle East & North Africa (excluding high income),MNA,Individuals using the Internet (% of population),IT.NET.USER.ZS,39.43255291
Middle East & North Africa (IDA & IBRD countries),TMN,Individuals using the Internet (% of population),IT.NET.USER.ZS,39.21118302
Middle income,MIC,Individuals using the Internet (% of population),IT.NET.USER.ZS,34.86343794
North America,NAC,Individuals using the Internet (% of population),IT.NET.USER.ZS,76.11729383
Not classified,INX,Individuals using the Internet (% of population),IT.NET.USER.ZS,..
OECD members,OED,Individuals using the Internet (% of population),IT.NET.USER.ZS,75.6871155
Other small states,OSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,44.09641738
Pacific island small states,PSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,27.65555535
Post-demographic dividend,PST,Individuals using the Internet (% of population),IT.NET.USER.ZS,78.71125146
Pre-demographic dividend,PRE,Individuals using the Internet (% of population),IT.NET.USER.ZS,13.00256264
Small states,SST,Individuals using the Internet (% of population),IT.NET.USER.ZS,44.20523324
South Asia,SAS,Individuals using the Internet (% of population),IT.NET.USER.ZS,14.17472639
South Asia (IDA & IBRD),TSA,Individuals using the Internet (% of population),IT.NET.USER.ZS,14.17472639
Sub-Saharan Africa,SSF,Individuals using the Internet (% of population),IT.NET.USER.ZS,16.12302633
Sub-Saharan Africa (excluding high income),SSA,Individuals using the Internet (% of population),IT.NET.USER.ZS,16.1192393
Sub-Saharan Africa (IDA & IBRD countries),TSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,16.12302633
Upper middle income,UMC,Individuals using the Internet (% of population),IT.NET.USER.ZS,52.5361365
World,WLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,40.45705481
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 09/16/2022,,,,
